dataset,algorithm,fold,roc_auc,train_time_s,inference_time_s,error
analcatdata_dmft,catboost,1,0.5409836270884015,3.3653042420046404,0.0022761860163882,
analcatdata_dmft,catboost,2,0.5545482440862647,3.4396815709769726,0.0017343369545415,
analcatdata_dmft,catboost,3,0.5523446534620127,3.376391393947415,0.0016589049482718,
analcatdata_dmft,catboost,4,0.5191679879871162,3.3724779849871998,0.0016865769866853,
analcatdata_dmft,tabpfn,0,0.5803945233074966,0.7498903500381857,1.1552108729956672,
analcatdata_dmft,tabpfn,1,0.5955383233112516,0.4374920320697129,0.3241633099969476,
analcatdata_dmft,tabpfn,2,0.600865563524112,0.3824093909934163,0.4809479870600626,
analcatdata_dmft,tabpfn,3,0.5829080280174064,0.383365457993932,0.3266213970491662,
analcatdata_dmft,tabpfn,4,0.5294604148545837,0.3835102829616517,0.3244182199705392,
analcatdata_dmft,tabicl,0,0.5775565021685863,0.237653570016846,0.07242420502007,
analcatdata_dmft,tabicl,1,0.5954112284119776,0.3716955769341439,0.0569793409667909,
analcatdata_dmft,tabicl,2,0.578924397227054,0.2321014570770785,0.0539661860093474,
analcatdata_dmft,tabicl,3,0.5968794590240075,0.2345299600856378,0.0527725749416276,
analcatdata_dmft,tabicl,4,0.5566419358926717,0.2320126140257343,0.0536386560415849,
tic-tac-toe,random_forest,0,0.9982563732563732,0.0995660710614174,0.0145580690586939,
tic-tac-toe,random_forest,1,1.0,0.0858162479707971,0.0144582700449973,
tic-tac-toe,random_forest,2,0.9933134328358209,0.0940348769072443,0.0144462719326838,
tic-tac-toe,random_forest,3,0.9930909090909092,0.0957730379886925,0.0145753739634528,
tic-tac-toe,random_forest,4,0.9917575757575756,0.0948625599266961,0.0145255300449207,
tic-tac-toe,xgboost,0,1.0,0.2226428650319576,0.0025011280085891,
tic-tac-toe,xgboost,1,1.0,0.0233546301024034,0.0025946079986169,
tic-tac-toe,xgboost,2,1.0,0.0189303050283342,0.002281620982103,
tic-tac-toe,xgboost,3,1.0,0.0188956339843571,0.0022957220207899,
tic-tac-toe,xgboost,4,1.0,0.0187422150047495,0.0022127069532871,
tic-tac-toe,lightgbm,0,0.9997594997594996,0.0271119599929079,0.0027875551022589,
tic-tac-toe,lightgbm,1,0.9998805970149254,0.0250513289356604,0.002662448096089,
tic-tac-toe,lightgbm,2,0.993910447761194,0.024143865914084,0.002738160896115,
tic-tac-toe,lightgbm,3,1.0,0.0255271269707009,0.0028332730289548,
tic-tac-toe,lightgbm,4,1.0,0.0245091399410739,0.0025617380160838,
tic-tac-toe,catboost,0,1.0,1.8256291759898888,0.0043207900598645,
tic-tac-toe,catboost,1,1.0,1.8154439750360325,0.0016320029972121,
tic-tac-toe,catboost,2,1.0,1.818802712019533,0.0015145980287343,
tic-tac-toe,catboost,3,1.0,1.7552079349989071,0.0013724649325013,
tic-tac-toe,catboost,4,1.0,1.8610172310145567,0.0015638309996575,
tic-tac-toe,tabpfn,0,0.9996392496392495,0.7524038939736784,1.2088038889924064,
tic-tac-toe,tabpfn,1,1.0,0.4665255169384181,0.3342261579819023,
tic-tac-toe,tabpfn,2,0.999641791044776,0.4062469128984958,0.3283548268955201,
tic-tac-toe,tabpfn,3,0.9995151515151516,0.4124945760704577,0.5035191150382161,
tic-tac-toe,tabpfn,4,1.0,0.4115848490037024,0.3295143150025978,
tic-tac-toe,tabicl,0,0.99987974987975,0.2646131810033694,0.0948071890743449,
tic-tac-toe,tabicl,1,0.999641791044776,0.4224056479288265,0.0749839929630979,
tic-tac-toe,tabicl,2,0.9983283582089552,0.2590140349930152,0.0754554850282147,
tic-tac-toe,tabicl,3,0.9991515151515152,0.2585309059359133,0.0759005580330267,
tic-tac-toe,tabicl,4,0.9996363636363635,0.2549107889644801,0.0751293289940804,
vehicle,random_forest,0,0.9331908731464672,0.0946354019688442,0.0136442669900134,
vehicle,random_forest,1,0.9306554948337588,0.0942849380662664,0.0133210041094571,
vehicle,random_forest,2,0.915659195315966,0.0925235489849001,0.0134161559399217,
vehicle,random_forest,3,0.9357469851152328,0.0922165910014882,0.013518638908863,
vehicle,random_forest,4,0.9298036920841036,0.0914875430753454,0.0135708369780331,
vehicle,xgboost,0,0.926184398332242,0.2887497149640694,0.0046524449717253,
vehicle,xgboost,1,0.9407311636256884,0.0782965619582682,0.0039324399549514,
vehicle,xgboost,2,0.9208282238372424,0.0778217740589752,0.0038554449565708,
vehicle,xgboost,3,0.9299466018782536,0.0793898239498958,0.003940713009797,
vehicle,xgboost,4,0.9236056187898763,0.077975763939321,0.0038885839749127,
vehicle,lightgbm,0,0.9280004074823018,0.1117816360201686,0.0022368490463122,
vehicle,lightgbm,1,0.9366500106487744,0.108924591098912,0.0020801549544557,
vehicle,lightgbm,2,0.9188742577235984,0.1089530240278691,0.002061255974695,
vehicle,lightgbm,3,0.9310223213377398,0.1079459999455139,0.0020740160252898,
vehicle,lightgbm,4,0.9199501356326044,0.107905229087919,0.0021915109828114,
vehicle,catboost,0,0.9338442720299294,1.0669889060081914,0.001564075006172,
vehicle,catboost,1,0.9480261188281698,1.0131838209927082,0.0019323340384289,
vehicle,catboost,2,0.9277899855541314,1.01437151490245,0.0015902740415185,
vehicle,catboost,3,0.9317802207863553,1.0156355110229924,0.0015451769577339,
vehicle,catboost,4,0.9278068051010806,1.0186297710752117,0.0015573350246995,
vehicle,tabpfn,0,0.985329157784981,0.7553450079867616,1.2233511870726943,
vehicle,tabpfn,1,0.9711693015117296,0.4516764840809628,0.4963972780387848,
vehicle,tabpfn,2,0.976051067744439,0.3980348430341109,0.3288119350327179,
vehicle,tabpfn,3,0.9835362149498754,0.3948536850512028,0.3332128440961241,
vehicle,tabpfn,4,0.9776523876640156,0.3939863110426813,0.3288175540510565,
vehicle,tabicl,0,0.981634915459421,0.2740278790006414,0.0991862049559131,
vehicle,tabicl,1,0.9739531105123488,0.2806680910289287,0.0768188860965892,
vehicle,tabicl,2,0.9764644245050764,0.4154436099343002,0.076256868080236,
vehicle,tabicl,3,0.9810687363207506,0.2639129409799352,0.0769962409976869,
vehicle,tabicl,4,0.9779278667069364,0.2639350841054693,0.0769742589909583,
mnist_784,random_forest,0,0.9990328712384194,11.493405557004737,0.1408760519698262,
mnist_784,random_forest,1,0.9991206408670514,11.460860750987194,0.1336847930215299,
mnist_784,random_forest,2,0.9988578530276838,11.27479775203392,0.1393729699775576,
mnist_784,random_forest,3,0.9991502018205984,11.465465712011792,0.1363361480180174,
mnist_784,random_forest,4,0.998947902247684,11.34816530405078,0.1385274679632857,
mnist_784,xgboost,0,0.9995877721404008,78.21130342897959,0.1385121080093085,
mnist_784,xgboost,1,0.9996321080718188,78.18610367400106,0.1371219850843772,
mnist_784,xgboost,2,0.9995015226507148,78.22701883595437,0.1379495990695431,
mnist_784,xgboost,3,0.999568837434663,78.24975919304416,0.1385302060516551,
mnist_784,xgboost,4,0.9995150925974676,77.8695874119876,0.1364410170353949,
mnist_784,lightgbm,0,0.9995782217183016,24.56412197905593,0.1721747199771925,
mnist_784,lightgbm,1,0.999554543936793,24.492348266998302,0.1761609149398282,
mnist_784,lightgbm,2,0.9994426998441956,24.104352000984363,0.192131292889826,
mnist_784,lightgbm,3,0.999541916568726,24.824366846936755,0.1617873279610648,
mnist_784,lightgbm,4,0.999460755947759,25.38732782308944,0.1696290139807388,
mnist_784,catboost,0,0.999254529695146,487.66440438397694,0.0427167589077726,
mnist_784,catboost,1,0.9993387776062028,491.9161956621101,0.0422412949847057,
mnist_784,catboost,2,0.9992033500060498,490.24797183997,0.040277634980157,
mnist_784,catboost,3,0.9993041659552032,492.67061363800894,0.0400560230482369,
mnist_784,catboost,4,0.9992328532567848,493.46521796204615,0.0415481850504875,
mnist_784,tabpfn,0,0.999871342397648,3.671412826050073,23.61336052999832,
mnist_784,tabpfn,1,0.9998954580782912,3.36939770297613,22.26920937595424,
mnist_784,tabpfn,2,0.9998640825151508,3.242360872915014,21.99299836403225,
mnist_784,tabpfn,3,0.9998689267308104,3.4711750469869003,22.133489293046296,
mnist_784,tabpfn,4,0.999839078162793,3.370172920054756,22.05269263498485,
mnist_784,tabicl,0,0.9998871143855512,22.264357485997607,115.09768184900167,
mnist_784,tabicl,1,0.9999512532340936,21.62188697999227,107.0937471040088,
mnist_784,tabicl,2,0.9999223752455744,21.273241194008733,113.1130061570002,
mnist_784,tabicl,3,0.9999337075050644,21.61424889099726,113.5438043109898,
mnist_784,tabicl,4,0.9998780785503748,21.807908678005333,104.40260202799982,
letter,random_forest,0,0.9995446295652944,0.3028035189490765,0.0240272480295971,
letter,random_forest,1,0.9994372605288496,0.3084785750834271,0.0238899830728769,
letter,random_forest,2,0.9995427991696332,0.3060738920466974,0.0240469080163165,
letter,random_forest,3,0.9994857107989944,0.3104872079566121,0.0248771439073607,
letter,random_forest,4,0.9996193262569386,0.2956435719970613,0.0239984159125015,
letter,xgboost,0,0.999524451215376,1.1501280460506678,0.038211862090975,
letter,xgboost,1,0.999572999349827,0.937609332962893,0.0376576560083776,
letter,xgboost,2,0.9995882000533,0.9377757400507108,0.0380075169960036,
letter,xgboost,3,0.9996945187809672,0.9394717769464478,0.0384495570324361,
letter,xgboost,4,0.9996860211847224,0.9370160179678352,0.0372439100174233,
letter,lightgbm,0,0.99965792054693,1.4502585330046711,0.0914019809570163,
letter,lightgbm,1,0.9995648164522452,1.4109996809856966,0.0950904360506683,
letter,lightgbm,2,0.999595988012598,1.4630072379950434,0.0969090959988534,
letter,lightgbm,3,0.9997343279946542,1.410769728012383,0.0906626189826056,
letter,lightgbm,4,0.9997292075712052,1.4079013749724254,0.0911816930165514,
letter,catboost,0,0.9996606532353424,13.64875768800266,0.0101703129475936,
letter,catboost,1,0.999654856320796,13.145381913054734,0.0095893270336091,
letter,catboost,2,0.9997282772113611,13.678872456075624,0.0098649080609902,
letter,catboost,3,0.9997642132505205,13.18971770000644,0.0098156939493492,
letter,catboost,4,0.9997359112309174,13.267707287101077,0.0098404710879549,
letter,tabpfn,0,0.9999778659476504,0.7474955799989402,2.530111907050013,
letter,tabpfn,1,0.9999618850424392,0.4561097020050511,1.4077480169944463,
letter,tabpfn,2,0.999967739741581,0.4615258420817554,1.4079408739926291,
letter,tabpfn,3,0.9999796191106944,0.442503119003959,1.406421048915945,
letter,tabpfn,4,0.9999754722634704,0.4641003269935027,1.407175594009459,
letter,tabicl,0,0.9999810187669684,0.465031826053746,3.03672367206309,
letter,tabicl,1,0.9999633935605096,0.4134640539996326,2.7062967059900984,
letter,tabicl,2,0.9999593850160142,0.3969832999864593,2.659235008060932,
letter,tabicl,3,0.9999721144478398,0.402015857049264,2.533715846017003,
letter,tabicl,4,0.99996580246628,0.4087412670487538,2.6271985669154674,
cylinder-bands,random_forest,0,0.886921458625526,0.094883591053076,0.0165769809391349,
cylinder-bands,random_forest,1,0.9109396914446004,0.0893898080103099,0.0165824389550834,
cylinder-bands,random_forest,2,0.8900771388499299,0.0939016459742561,0.0164232020033523,
cylinder-bands,random_forest,3,0.8835978835978836,0.0888806079747155,0.0164829120039939,
cylinder-bands,random_forest,4,0.9121693121693122,0.1005085489014163,0.016313488013111,
cylinder-bands,xgboost,0,0.8643057503506311,0.2537257720250636,0.0055154049769043,
cylinder-bands,xgboost,1,0.908485273492286,0.0544503820128738,0.0062947679543867,
cylinder-bands,xgboost,2,0.929873772791024,0.0493509270017966,0.0053778799483552,
cylinder-bands,xgboost,3,0.8772486772486772,0.047723680967465,0.0053443799261003,
cylinder-bands,xgboost,4,0.8885361552028218,0.0483555230312049,0.0053327030036598,
cylinder-bands,lightgbm,0,0.8930575035063113,0.0427165429573506,0.0046284119598567,
cylinder-bands,lightgbm,1,0.9126928471248248,0.0402697750832885,0.0045145120238885,
cylinder-bands,lightgbm,2,0.9249649368863956,0.039939361042343,0.0044981980463489,
cylinder-bands,lightgbm,3,0.8786596119929453,0.0401899049757048,0.004460060968995,
cylinder-bands,lightgbm,4,0.8977072310405644,0.0409195229876786,0.0044786789221689,
cylinder-bands,catboost,0,0.8397615708274894,9.477835609926842,0.0037474079290404,
cylinder-bands,catboost,1,0.8962131837307152,9.825668646022676,0.0031687059672549,
cylinder-bands,catboost,2,0.8948106591865358,9.840870025916956,0.0029549070168286,
cylinder-bands,catboost,3,0.874426807760141,6.539059604052454,0.0031135129975154,
cylinder-bands,catboost,4,0.9202821869488536,9.508553560939616,0.0028734049992635,
cylinder-bands,tabpfn,0,0.92671809256662,0.818576788995415,1.1733184069162237,
cylinder-bands,tabpfn,1,0.9221598877980364,0.5280327989021316,0.3331259130500257,
cylinder-bands,tabpfn,2,0.9305750350631136,0.4324385089566931,0.3320071049965918,
cylinder-bands,tabpfn,3,0.9118165784832452,0.4271272169426083,0.3313470300054177,
cylinder-bands,tabpfn,4,0.9305114638447972,0.5341288099298254,0.332530184998177,
cylinder-bands,tabicl,0,0.9190042075736324,0.2715607100399211,0.0952926010359078,
cylinder-bands,tabicl,1,0.9330294530154276,0.2985841810004785,0.0787557089934125,
cylinder-bands,tabicl,2,0.9382889200561012,0.2930380400503054,0.07817234902177,
cylinder-bands,tabicl,3,0.910405643738977,0.2913533069659024,0.077938409987837,
cylinder-bands,tabicl,4,0.9389770723104056,0.2844686000607908,0.0780399820068851,
