dataset,algorithm,fold,roc_auc,train_time_s,inference_time_s,error
numerai28.6,xgboost,2,0.5081678384825794,0.3450079530011862,0.0102505660615861,
numerai28.6,xgboost,3,0.5095600220616682,0.3412529629422351,0.0109462350374087,
numerai28.6,xgboost,4,0.5136654309907537,0.3416940909810364,0.0101888640783727,
numerai28.6,lightgbm,0,0.523270710961538,0.2889590370468795,0.0091744419187307,
numerai28.6,lightgbm,1,0.5251998307605825,0.2827090059872716,0.0101501570316031,
numerai28.6,lightgbm,2,0.5199583629348797,0.2775623510824516,0.009580707992427,
numerai28.6,lightgbm,3,0.5259341508534473,0.2903770410921424,0.0098958680173382,
numerai28.6,lightgbm,4,0.5195950055701788,0.2908604220720008,0.0098214370664209,
numerai28.6,catboost,0,0.5228336794547265,11.131058003054932,0.0120286491001024,
numerai28.6,catboost,1,0.5220402281996208,10.79340508801397,0.0078806329984217,
numerai28.6,catboost,2,0.5151158474735156,10.35768246196676,0.0072913540061563,
numerai28.6,catboost,3,0.5155562701896343,10.805001862929204,0.007773212972097,
numerai28.6,catboost,4,0.5235254139516465,10.668311184970662,0.0075440399814397,
numerai28.6,tabpfn,0,0.5390772829715162,0.8845710570458323,15.519544852082618,
numerai28.6,tabpfn,1,0.5242055346299996,0.589828765951097,14.483214064966887,
numerai28.6,tabpfn,2,0.5300609147218472,0.5953412459930405,14.545063682016917,
numerai28.6,tabpfn,3,0.5310146051830691,0.5656683860579506,14.620591797982344,
numerai28.6,tabpfn,4,0.5309565070278771,0.5857401279499754,14.537065918906592,
numerai28.6,tabicl,0,0.5390674840829777,1.043101761955768,7.758656193036586,
numerai28.6,tabicl,1,0.5242621450405178,1.10268096299842,7.646201024064794,
numerai28.6,tabicl,2,0.5299062665848431,0.9899932380067183,7.657294531934895,
numerai28.6,tabicl,3,0.5306093626004447,1.0026752640260383,7.651533443015069,
numerai28.6,tabicl,4,0.5311938530028171,0.9775741039775312,7.650884025031701,
optdigits,random_forest,0,0.9998265546826772,0.1709153460105881,0.0136740410234779,
optdigits,random_forest,1,0.9994537480238048,0.1667411749949678,0.0136344520142301,
optdigits,random_forest,2,0.9993907896122164,0.1669833459891379,0.0135234069311991,
optdigits,random_forest,3,0.9996993156031372,0.1677257330156862,0.0137563940370455,
optdigits,random_forest,4,0.9997531017148586,0.1677750960225239,0.0135800209827721,
optdigits,xgboost,0,0.9997675753346896,0.4840997520368546,0.0110005470924079,
optdigits,xgboost,1,0.9996390031458416,0.2697739029536024,0.010394021985121,
optdigits,xgboost,2,0.9990877607972573,0.2625749739818275,0.0100067849270999,
optdigits,xgboost,3,0.9995885513125295,0.2638047159416601,0.0098494900157675,
optdigits,xgboost,4,0.9996525251194818,0.2670556709636003,0.0099702200386673,
optdigits,lightgbm,0,0.999821937214982,0.4315542440162971,0.0110713210888206,
optdigits,lightgbm,1,0.9997322063548936,0.4330619809916243,0.011138490983285,
optdigits,lightgbm,2,0.9993507910419648,0.4230225769570097,0.0101601739879697,
optdigits,lightgbm,3,0.9997745090649748,0.4244203410344198,0.0101855909451842,
optdigits,lightgbm,4,0.9997693168632502,0.4283302179537713,0.0101701179519295,
optdigits,catboost,0,0.9998635035831048,4.829732506070286,0.0040851790690794,
optdigits,catboost,1,0.9998215546923298,4.787194945034571,0.0032784459181129,
optdigits,catboost,2,0.9995919893204672,4.735158595023677,0.0035583639983087,
optdigits,catboost,3,0.999873290840254,4.792279222980142,0.0041310370434075,
optdigits,catboost,4,0.999884620112163,4.772477098042145,0.0036030309274792,
optdigits,tabpfn,0,0.9999858836815358,0.7558514319825917,2.194718256010674,
optdigits,tabpfn,1,0.9999921493326188,0.4748861789703369,0.9729465279961004,
optdigits,tabpfn,2,0.9999473300636936,0.4236670880345627,0.9740384259494022,
optdigits,tabpfn,3,0.999985076680034,0.4766151560470462,0.972285283030942,
optdigits,tabpfn,4,0.9999859728322222,0.4504385400796309,0.9712423490127547,
optdigits,tabicl,0,0.99999117730096,0.3937214040197432,0.5347177559742704,
optdigits,tabicl,1,0.9999930382982726,0.3769788299687207,0.3946270450251177,
optdigits,tabicl,2,0.9999744810869562,0.3783920370042324,0.3943975119618699,
optdigits,tabicl,3,0.999989453683086,0.3799150970298797,0.3967779390513897,
optdigits,tabicl,4,0.9999886470456518,0.3774759409716353,0.3936394719639793,
credit-approval,random_forest,0,0.9264643463497454,0.0999808689812198,0.0148749209474772,
credit-approval,random_forest,1,0.906409168081494,0.096075409092009,0.0149863259866833,
credit-approval,random_forest,2,0.955716414732808,0.0870822239667177,0.0149662469048053,
credit-approval,random_forest,3,0.9067489887162018,0.0939341969788074,0.0149229619419202,
credit-approval,random_forest,4,0.9718969555035128,0.0947741590207442,0.0147690429585054,
credit-approval,xgboost,0,0.9333616298811546,0.2303522150032222,0.0029279239242896,
credit-approval,xgboost,1,0.9117147707979628,0.0279166999971494,0.0028637789655476,
credit-approval,xgboost,2,0.9489035554609324,0.0289857629686594,0.0028376899426802,
credit-approval,xgboost,3,0.8912071535022354,0.0283698339480906,0.002826121984981,
credit-approval,xgboost,4,0.9695550351288056,0.0338307939236983,0.0035706720082089,
credit-approval,lightgbm,0,0.9388794567062818,0.0290939740370959,0.0034963419893756,
credit-approval,lightgbm,1,0.9108658743633276,0.0299257540609687,0.002963175997138,
credit-approval,lightgbm,2,0.9427294017457952,0.0281408729497343,0.0029595809755846,
credit-approval,lightgbm,3,0.8975942090696188,0.0289150479948148,0.0029531710315495,
credit-approval,lightgbm,4,0.968490525867575,0.0282917190343141,0.0028078249888494,
credit-approval,catboost,0,0.9352716468590832,1.606254371930845,0.0015909710200503,
credit-approval,catboost,1,0.9076825127334466,1.5898689400637522,0.0020746419904753,
credit-approval,catboost,2,0.9459229295294868,1.5728627620264888,0.0016005650395527,
credit-approval,catboost,3,0.9210134128166916,1.5468486789613962,0.0015531049575656,
credit-approval,catboost,4,0.9727485629124972,1.5605992240598423,0.0016758580459281,
credit-approval,tabpfn,0,0.9348471986417656,0.7306668850360438,1.1494056970113888,
credit-approval,tabpfn,1,0.916383701188455,0.4534274149918929,0.3190133839379996,
credit-approval,tabpfn,2,0.9418777943368108,0.3920673789689317,0.3196300020208582,
credit-approval,tabpfn,3,0.9267617628273366,0.3927516900002956,0.3193091049324721,
credit-approval,tabpfn,4,0.975942090696189,0.3910575939808041,0.3185715649742633,
credit-approval,tabicl,0,0.935483870967742,0.261513140052557,0.084368419018574,
credit-approval,tabicl,1,0.9176570458404076,0.3805455359397456,0.0649961259914562,
credit-approval,tabicl,2,0.9523099850968704,0.26522824796848,0.0655271669384092,
credit-approval,tabicl,3,0.9278262720885672,0.2662599560571834,0.0659133029403165,
credit-approval,tabicl,4,0.9750904832872044,0.262424829066731,0.0651374459266662,
kr-vs-kp,random_forest,0,0.9997113615905444,0.1178546620067209,0.0184428680222481,
kr-vs-kp,random_forest,1,0.9997153234514576,0.1105505609884858,0.0182521140668541,
kr-vs-kp,random_forest,2,0.9996417002061452,0.1100958029273897,0.018406915012747,
kr-vs-kp,random_forest,3,0.9965789732011388,0.1115181120112538,0.0182812169659882,
kr-vs-kp,random_forest,4,0.999435710220024,0.1111511649796739,0.0183102809824049,
kr-vs-kp,xgboost,0,0.999892372118508,0.2550930150318891,0.0056068740086629,
kr-vs-kp,xgboost,1,0.9999312849710414,0.0334355660015717,0.0053308819187805,
kr-vs-kp,xgboost,2,0.9996564248552076,0.0330387650756165,0.0052614690503105,
kr-vs-kp,xgboost,3,0.9993128497104152,0.033070120960474,0.0052551799453794,
kr-vs-kp,xgboost,4,0.9997840978233136,0.0327591580571606,0.0052370530320331,
kr-vs-kp,lightgbm,0,0.9999119408242338,0.0438521460164338,0.0060030450113117,
kr-vs-kp,lightgbm,1,0.999970550701875,0.0418342490447685,0.0058997009182348,
kr-vs-kp,lightgbm,2,0.9995680769608324,0.0416807800065726,0.1091564430389553,
kr-vs-kp,lightgbm,3,0.9996367919897908,0.0419302419759333,0.0058652290608733,
kr-vs-kp,lightgbm,4,0.9997840978233136,0.0412417360348627,0.0058364259311929,
kr-vs-kp,catboost,0,0.9997749598841532,1.7459141430445015,0.0027951539959758,
kr-vs-kp,catboost,1,0.9994306469029156,1.6733255529543385,0.0029019330395385,
kr-vs-kp,catboost,2,0.9999214685383332,1.6759489220567048,0.0031321269925683,
kr-vs-kp,catboost,3,0.9991067046235398,1.6688534300774336,0.0027984589105471,
kr-vs-kp,catboost,4,0.9996074505878428,1.667809774982743,0.0032755909487605,
kr-vs-kp,tabpfn,0,0.9999217251770968,0.9805833499412984,2.165454540052451,
kr-vs-kp,tabpfn,1,0.9999312849710416,0.5995369750307873,0.9392644080799072,
kr-vs-kp,tabpfn,2,0.999970550701875,0.5482863669749349,0.6537455610232428,
kr-vs-kp,tabpfn,3,0.9993717483066652,0.5402701440034434,1.013808622956276,
kr-vs-kp,tabpfn,4,0.9998233527645292,0.6673903610790148,0.6503926559817046,
kr-vs-kp,tabicl,0,0.9999804312942744,0.3659105540718883,0.3459123079665005,
kr-vs-kp,tabicl,1,0.9999803671345832,0.3273808980593458,0.2343109720386564,
kr-vs-kp,tabicl,2,0.999970550701875,0.3249358549946919,0.1687537980033084,
kr-vs-kp,tabicl,3,0.9994306469029154,0.3257354870438576,0.2691222879802808,
kr-vs-kp,tabicl,4,0.9998429802351372,0.3233462169300765,0.16962019901257,
isolet,random_forest,0,0.9978491452991454,1.8785253699170423,0.0347516540205106,
isolet,random_forest,1,0.9981581196581196,1.858238568995148,0.0338881850475445,
isolet,random_forest,2,0.9989276201518092,1.852254546014592,0.0345351709984242,
isolet,random_forest,3,0.9984396133711044,1.8751774029806256,0.0220182869816198,
isolet,random_forest,4,0.998045389088887,1.870586139964871,0.0326389800757169,
isolet,xgboost,0,0.9985564102564104,28.329278619028628,0.0603101749438792,
isolet,xgboost,1,0.9987307692307692,26.72844132001046,0.0581952260108664,
isolet,xgboost,2,0.9993660316496672,25.04564743093215,0.0587474040221422,
isolet,xgboost,3,0.9990580891389566,25.326777021982707,0.1783200040226802,
isolet,xgboost,4,0.998309002756872,24.816444242955185,0.0574281959561631,
isolet,lightgbm,0,0.9988581196581195,20.01340795995202,0.0330033289501443,
isolet,lightgbm,1,0.9990918803418803,19.759789380943403,0.0335888731060549,
isolet,lightgbm,2,0.9993846913442804,19.87396872800309,0.0329859519843012,
isolet,lightgbm,3,0.9993762708385338,19.928474311018363,0.0329016030300408,
isolet,lightgbm,4,0.9983590323434512,19.78867493092548,0.0344519870122894,
isolet,catboost,0,0.9994205128205128,500.7949927089503,0.0182150980690494,
isolet,catboost,1,0.9991773504273506,501.11503031803295,0.0192768529523164,
isolet,catboost,2,0.9995755104301026,508.57941919600125,0.0178613209864124,
isolet,catboost,3,0.9993296516089676,507.8546001819195,0.0190449369838461,
isolet,catboost,4,0.9989881827635922,508.1418901430443,0.0182715719565749,
isolet,tabpfn,0,0.9996521367521368,1.1479183690389618,3.999209149973467,
isolet,tabpfn,1,0.9995615384615384,0.7735704169608653,2.9563991739414632,
isolet,tabpfn,2,0.9997757172027476,0.8232230490539223,3.210988785955124,
isolet,tabpfn,3,0.99950469369845,0.7261574460426345,2.961403231020085,
isolet,tabpfn,4,0.9994005069002978,0.8207739149220288,2.9639240519609302,
isolet,tabicl,0,0.9998141025641024,1.9975349369924515,7.553664003033191,
isolet,tabicl,1,0.9996337606837606,1.9763555219396949,7.243760529905558,
isolet,tabicl,2,0.9999033195823146,2.0875087479362264,7.439028011984192,
isolet,tabicl,3,0.9997381200678768,2.112395968986675,7.220154701033607,
isolet,tabicl,4,0.9994776065399532,1.9865304119884968,7.173169731046073,
vowel,random_forest,0,0.9985970819304152,0.1082545119570568,0.014397780993022,
vowel,random_forest,1,0.998709315375982,0.1002101700287312,0.0142673259833827,
vowel,random_forest,2,0.998162177328844,0.0983100049197673,0.0142342569306492,
vowel,random_forest,3,0.9991021324354658,0.0981996610062196,0.0142499000066891,
vowel,random_forest,4,0.9983164983164984,0.1052741550374776,0.0143019380047917,
vowel,xgboost,0,0.9949214365881032,0.4905449149664491,0.0040558410109952,
vowel,xgboost,1,0.9925925925925928,0.263921330915764,0.0033155960263684,
vowel,xgboost,2,0.991919191919192,0.2592599159106612,0.0032999829854816,
vowel,xgboost,3,0.9952020202020204,0.2621468129800632,0.0033283659722656,
vowel,xgboost,4,0.9945566778900112,0.2646819460205734,0.0032933140173554,
vowel,lightgbm,0,0.998540965207632,0.5353937980253249,0.0047478330088779,
vowel,lightgbm,1,0.9943602693602694,0.5371896070428193,0.0061801000265404,
vowel,lightgbm,2,0.996492704826038,0.5327386070275679,0.004690347937867,
vowel,lightgbm,3,0.9982603815937148,0.5291277089854702,0.0061702359234914,
vowel,lightgbm,4,0.9950617283950616,0.5297891959780827,0.0048747729742899,
vowel,catboost,0,0.9990179573512908,5.853581673000008,0.0032872839365154,
vowel,catboost,1,0.9997755331088664,5.844979770015925,0.002926745917648,
vowel,catboost,2,0.99817620650954,5.748283540946432,0.0027130780508741,
vowel,catboost,3,0.9994107744107744,5.790178488008678,0.0028668969171121,
vowel,catboost,4,0.9988496071829406,5.789694466046058,0.002609182964079,
vowel,tabpfn,0,1.0,0.7372648729942739,1.153559769038111,
vowel,tabpfn,1,1.0,0.4440823139157146,0.3244099069852382,
vowel,tabpfn,2,1.0,0.3857054089894518,0.3225457159569487,
vowel,tabpfn,3,1.0,0.3923528370214626,0.3237942099804058,
vowel,tabpfn,4,1.0,0.3861134579638019,0.3240422990638762,
vowel,tabicl,0,1.0,0.2493669369723647,0.3170605930499732,
vowel,tabicl,1,1.0,0.388383234036155,0.2928582140011713,
vowel,tabicl,2,1.0,0.2407357190968468,0.2893159789964556,
vowel,tabicl,3,1.0,0.239552523009479,0.28937891300302,
vowel,tabicl,4,1.0,0.2406608469318598,0.2896208839956671,
credit-g,random_forest,0,0.7825595238095236,0.1025897680083289,0.0153800930129364,
credit-g,random_forest,1,0.7800595238095238,0.0980684390524402,0.0154118710197508,
credit-g,random_forest,2,0.7613095238095239,0.0981219690293073,0.0152412960305809,
credit-g,random_forest,3,0.8147619047619048,0.097094988101162,0.01540522207506,
credit-g,random_forest,4,0.7673214285714285,0.0964099169941619,0.0153551959665492,
credit-g,xgboost,0,0.7873809523809524,0.2298843380995094,0.0035984639544039,
credit-g,xgboost,1,0.7505952380952381,0.0297244939720258,0.0034844130277633,
credit-g,xgboost,2,0.7869047619047619,0.0296759520424529,0.0034473279956728,
credit-g,xgboost,3,0.7825000000000001,0.0297055650735273,0.0034348301123827,
credit-g,xgboost,4,0.7845238095238095,0.0302633170504122,0.0039865209255367,
credit-g,lightgbm,0,0.7780952380952382,0.0362062649801373,0.0033407299779355,
credit-g,lightgbm,1,0.7411904761904762,0.0335089450236409,0.00319454097189,
credit-g,lightgbm,2,0.7394047619047619,0.0337957020383328,0.0031600799411535,
credit-g,lightgbm,3,0.8020238095238095,0.0338807289954274,0.0032035349868237,
credit-g,lightgbm,4,0.7730952380952381,0.0343300080858171,0.0031256589572876,
credit-g,catboost,0,0.8044047619047618,2.4875145240221173,0.0025469759711995,
credit-g,catboost,1,0.7486904761904761,2.485642362968065,0.0024656050372868,
credit-g,catboost,2,0.7767857142857143,2.461432119016536,0.0021518269786611,
credit-g,catboost,3,0.8313095238095237,2.4511253469390795,0.0025768410414457,
credit-g,catboost,4,0.7853571428571429,2.4202546639135107,0.002547467011027,
credit-g,tabpfn,0,0.7927380952380952,0.7543105249060318,1.16954292205628,
credit-g,tabpfn,1,0.7632142857142857,0.4640941140241921,0.3276547130662948,
credit-g,tabpfn,2,0.7958333333333333,0.4065445270389318,0.3260177839547395,
credit-g,tabpfn,3,0.8317857142857144,0.407390056992881,0.3259035729570314,
credit-g,tabpfn,4,0.8058333333333334,0.4121341080171987,0.3271859750384465,
credit-g,tabicl,0,0.7870238095238095,0.2622024479787797,0.1102604920743033,
credit-g,tabicl,1,0.7660714285714285,0.4067870179424062,0.0935831950046122,
credit-g,tabicl,2,0.8004761904761906,0.2734707929193973,0.0932061919011175,
credit-g,tabicl,3,0.8172619047619047,0.2746698800474405,0.0930626980261877,
credit-g,tabicl,4,0.8114285714285715,0.2687104979995638,0.0933758449973538,
pendigits,random_forest,0,0.99993283019765,0.2234021769836545,0.0134460109984502,
pendigits,random_forest,1,0.9992848105083032,0.2169981009792536,0.0134088260820135,
pendigits,random_forest,2,0.9996623709611128,0.2175899429712444,0.0133597430540248,
pendigits,random_forest,3,0.9995862542817096,0.2061610899399966,0.0133669530041515,
pendigits,random_forest,4,0.9998917647727884,0.2166123259812593,0.013339441968128,
pendigits,xgboost,0,0.9999304645340328,0.5017525230068713,0.0082499870331957,
pendigits,xgboost,1,0.9996026320244136,0.2766415390651673,0.0073850071057677,
pendigits,xgboost,2,0.9997206748186872,0.2776689999736845,0.0074135400354862,
pendigits,xgboost,3,0.99964430004742,0.2756922040134668,0.0073908260092139,
pendigits,xgboost,4,0.9998576858505966,0.2769534139661118,0.0074885920621454,
pendigits,lightgbm,0,0.9999665508165332,0.3986375720705837,0.0162885680329054,
pendigits,lightgbm,1,0.9996410650819836,0.3950524490792304,0.0170626420294865,
pendigits,lightgbm,2,0.9996719617313186,0.3984613090287894,0.0160749889910221,
pendigits,lightgbm,3,0.9994799572806232,0.3957740439800545,0.0158356530591845,
pendigits,lightgbm,4,0.9998451701163548,0.3979904979933053,0.0157670499756932,
pendigits,catboost,0,0.9999764908699188,4.667384649976157,0.0037298089591786,
pendigits,catboost,1,0.9995395487560638,4.63973792293109,0.0034585850080475,
pendigits,catboost,2,0.999548333536805,4.61855190503411,0.0037714809877797,
pendigits,catboost,3,0.9997123153873956,4.614379164995626,0.0035291099920868,
pendigits,catboost,4,0.999980114275641,4.602969128987752,0.0036271560238674,
pendigits,tabpfn,0,0.9999986022207172,0.7291646259836853,1.885357269085944,
pendigits,tabpfn,1,0.9999636047306242,0.4521681281039491,0.7819307130994275,
pendigits,tabpfn,2,0.9997299277842124,0.4442180789774284,0.9868461759760976,
pendigits,tabpfn,3,0.999705750480114,0.3942481889389455,0.7836414130870253,
pendigits,tabpfn,4,0.9999979370403894,0.3876301749842241,0.7829296819400042,
pendigits,tabicl,0,0.999999761602792,0.2958530929172411,0.5409143229480833,
pendigits,tabicl,1,0.999972902221732,0.3168241899693385,0.3692821379518136,
pendigits,tabicl,2,0.9995349893417668,0.323228947003372,0.4306123399874195,
pendigits,tabicl,3,0.9997253685746031,0.4301569310482591,0.3699687720509246,
pendigits,tabicl,4,0.9999983805967354,0.3216766930418089,0.3702197959646582,
diabetes,random_forest,0,0.856111111111111,0.0940195040311664,0.0130444030510261,
diabetes,random_forest,1,0.8404629629629631,0.0926415609428659,0.0130989339668303,
diabetes,random_forest,2,0.8239814814814815,0.0917813489213585,0.0130719940643757,
diabetes,random_forest,3,0.8011320754716982,0.0908844809746369,0.0130985130090266,
diabetes,random_forest,4,0.7972641509433962,0.0910204140236601,0.0130898499628528,
diabetes,xgboost,0,0.7975925925925926,0.2312452370533719,0.002319757011719,
diabetes,xgboost,1,0.8316666666666666,0.0271810829872265,0.0020652879029512,
diabetes,xgboost,2,0.8007407407407408,0.0271554740611463,0.0020781980128958,
diabetes,xgboost,3,0.7835849056603774,0.0272248780820518,0.0020649069920182,
diabetes,xgboost,4,0.7373584905660376,0.02689166192431,0.0020833850139752,
diabetes,lightgbm,0,0.8181481481481482,0.0234989749733358,0.0010709059424698,
diabetes,lightgbm,1,0.8351851851851851,0.0265612389193847,0.000995363923721,
diabetes,lightgbm,2,0.7890740740740741,0.0223414599895477,0.000980832031928,
diabetes,lightgbm,3,0.7830188679245282,0.0221164340618997,0.0009706770069897,
diabetes,lightgbm,4,0.7611320754716981,0.0220779170049354,0.0009520889725536,
diabetes,catboost,0,0.855925925925926,0.5994081259705126,0.0010471309069544,
diabetes,catboost,1,0.862037037037037,0.5360846440307796,0.0010445369407534,
diabetes,catboost,2,0.8192592592592592,0.5246052140137181,0.000957797979936,
diabetes,catboost,3,0.8160377358490567,0.5339286010712385,0.0017893170006573,
diabetes,catboost,4,0.7962264150943396,0.5288301709806547,0.0008601720910519,
diabetes,tabpfn,0,0.8466666666666667,0.7205418540397659,1.144099930068478,
diabetes,tabpfn,1,0.8683333333333333,0.43693724705372,0.3115242710337043,
diabetes,tabpfn,2,0.8437037037037037,0.3786084280582145,0.3112074889941141,
diabetes,tabpfn,3,0.8318867924528303,0.3781936110462993,0.4735449299914762,
diabetes,tabpfn,4,0.8043396226415095,0.3810871329624206,0.3158065229654312,
diabetes,tabicl,0,0.8440740740740741,0.2470018619205802,0.0803535159211605,
diabetes,tabicl,1,0.8629629629629629,0.2699391989735886,0.0597803110722452,
diabetes,tabicl,2,0.8511111111111112,0.3908752119168639,0.060090143000707,
diabetes,tabicl,3,0.8279245283018868,0.2518334530759603,0.0598250280600041,
diabetes,tabicl,4,0.8175471698113208,0.2578366909874603,0.0602498110383749,
sick,random_forest,0,0.9952934322683512,0.1278666220605373,0.0179356929147616,
sick,random_forest,1,0.9966492366871018,0.1206762759247794,0.0178252289770171,
sick,random_forest,2,0.9962386391549988,0.1121230879798531,0.0180146510247141,
sick,random_forest,3,0.997466838614591,0.1216720700031146,0.0179200889542698,
sick,random_forest,4,0.996330754114468,0.1122665010625496,0.0177929899655282,
sick,xgboost,0,0.9961672901208072,0.2438247960526496,0.0055571020347997,
sick,xgboost,1,0.9869275153263612,0.0373311820439994,0.0044997670920565,
sick,xgboost,2,0.99840334070253,0.0386449989164248,0.0045600070152431,
sick,xgboost,3,0.9979734708916728,0.0377428949577733,0.004485095036216,
sick,xgboost,4,0.9990174404323262,0.0370495819952338,0.0044694419484585,
sick,lightgbm,0,0.9978230207886184,0.0546059691114351,0.0052193789742887,
sick,lightgbm,1,0.9936290419521576,0.0538410089211538,0.0052155639277771,
sick,lightgbm,2,0.9991095553917956,0.0619753929786384,0.005297887022607,
sick,lightgbm,3,0.9984954556619996,0.0554499169811606,0.0050890049897134,
sick,lightgbm,4,0.9976357160402848,0.0575334320310503,0.0050924509996548,
sick,catboost,0,0.9980683142208868,2.004884463036433,0.0029274430125951,
sick,catboost,1,0.9944103858636856,1.8380047109676525,0.002838350017555,
sick,catboost,2,0.9995394252026528,1.947280935943127,0.0030829049646854,
sick,catboost,3,0.999355195283714,1.9319215430878105,0.0026560890255495,
sick,catboost,4,0.9992630803242446,1.9533785550156608,0.0026208870112895,
sick,tabpfn,0,0.9989575029128596,0.8400090270442888,1.694582032971084,
sick,tabpfn,1,0.9965741074648397,0.5641486219828948,0.583859471953474,
sick,tabpfn,2,0.9993551952837142,0.5024493919918314,1.2628629329847172,
sick,tabpfn,3,0.9989867354458364,0.5140702719800174,0.6405647300416604,
sick,tabpfn,4,0.9981884057971014,0.5036545080365613,0.5814769410062581,
sick,tabicl,0,0.9981602992579874,0.427152442978695,0.3520044460892677,
sick,tabicl,1,0.9972953479985576,0.3202334420057013,0.1645826869644224,
sick,tabicl,2,0.9988639154998772,0.3181140830274671,0.2992540720151737,
sick,tabicl,3,0.9988332105133874,0.3241498289862647,0.1966978850541636,
sick,tabicl,4,0.9986796855809384,0.3234955240041017,0.248524350929074,
texture,random_forest,0,0.99979,0.2191652639303356,0.0131591850658878,
texture,random_forest,1,0.9994204545454548,0.2120184679515659,0.0130871559958904,
texture,random_forest,2,0.999805,0.2140688169747591,0.013075909926556,
texture,random_forest,3,0.9995268181818182,0.2133263850118965,0.0131239920156076,
texture,random_forest,4,0.9994854545454545,0.2147809730377048,0.0130997250089421,
texture,xgboost,0,0.999899090909091,1.1968349859816954,0.0062387880170717,
texture,xgboost,1,0.9996963636363636,0.3660665140487253,0.0061031540390104,
texture,xgboost,2,0.9998181818181816,0.3671763959573582,0.0060849369037896,
texture,xgboost,3,0.9996790909090908,0.36271148303058,0.0060099139809608,
texture,xgboost,4,0.9997672727272728,0.3609702660469338,0.0060378269990906,
texture,lightgbm,0,0.9998545454545454,0.5710897629614919,0.0089147730031982,
texture,lightgbm,1,0.9997054545454546,0.5627743580844253,0.0080519010080024,
texture,lightgbm,2,0.9996518181818184,0.5643863399745896,0.0078952559269964,
texture,lightgbm,3,0.9998127272727272,0.5628261950332671,0.0078652809606865,
texture,lightgbm,4,0.9998881818181818,0.5732419929699972,0.0078617359977215,
texture,catboost,0,0.99987,10.961452682968227,0.0032714860280975,
texture,catboost,1,0.9997818181818182,14.839606301044114,0.0039288999978452,
texture,catboost,2,0.9999172727272728,14.91665321297478,0.0038699320284649,
texture,catboost,3,0.9997827272727272,15.09885021892842,0.0037964519578963,
texture,catboost,4,0.9999136363636364,14.870910451980308,0.0035413609584793,
texture,tabpfn,0,1.0,0.696598385926336,1.7142021449981255,
texture,tabpfn,1,1.0,0.3950099629582837,0.6327678540255874,
texture,tabpfn,2,1.0,0.3388545180205256,0.6337315359851345,
texture,tabpfn,3,1.0,0.3459512490080669,0.6343328859657049,
texture,tabpfn,4,1.0,0.3404302150011062,0.634283262072131,
texture,tabicl,0,1.0,0.2662389070028439,1.073163682944141,
texture,tabicl,1,1.0,0.2765666239429265,0.7601159990299493,
texture,tabicl,2,1.0,0.2748523480258882,0.7596493910532445,
texture,tabicl,3,1.0,0.276379904942587,0.7593976149801165,
texture,tabicl,4,1.0,0.2765812459401786,0.7592610899591818,
connect-4,random_forest,0,0.8930496775866806,0.9002135270275176,0.0872233230620622,
connect-4,random_forest,1,0.8935113046802172,0.8621215359307826,0.087620988022536,
connect-4,random_forest,2,0.8912400676682578,0.8738700989633799,0.0874577639624476,
connect-4,random_forest,3,0.8902291595993468,0.8608573540113866,0.0882165200309827,
connect-4,random_forest,4,0.8922333192999709,0.8712989420164376,0.0870919659500941,
connect-4,xgboost,0,0.9141565837923123,1.146374523988925,0.0180952220689505,
connect-4,xgboost,1,0.9158458038520156,0.329916701070033,0.0177602809853851,
connect-4,xgboost,2,0.9197706872379432,0.3330832489300519,0.0178279619431123,
connect-4,xgboost,3,0.9177301850402616,0.3321609799750149,0.0179458990460261,
connect-4,xgboost,4,0.9189677242404274,0.3369732520077377,0.1257157030049711,
connect-4,lightgbm,0,0.9118839966333656,0.2807420730823651,0.0335076389601454,
connect-4,lightgbm,1,0.9161116780805276,0.2776875019771978,0.0341170020401477,
connect-4,lightgbm,2,0.914719982823076,0.2822951279813424,0.03448143589776,
connect-4,lightgbm,3,0.9119441735921026,0.2797590119298547,0.0347014759900048,
connect-4,lightgbm,4,0.9133377790417032,0.2796856618952006,0.033963872003369,
connect-4,catboost,0,0.9180340156436136,224.2021926160669,0.0449745310470461,
connect-4,catboost,1,0.919752510516558,221.43969316594303,0.0435241759987548,
connect-4,catboost,2,0.9215523593232722,220.7961753479904,0.0431249280227348,
connect-4,catboost,3,0.9177225830806846,222.66038929508068,0.0443450909806415,
connect-4,catboost,4,0.919327280269402,221.9973130149301,0.0436528449645265,
connect-4,tabpfn,0,0.9393055428266516,4.648178918054327,8.402601392939687,
connect-4,tabpfn,1,0.9412943946255904,4.3504358500940725,7.440086937043816,
connect-4,tabpfn,2,0.9395485664791788,4.132354920962825,7.564445522031747,
connect-4,tabpfn,3,0.938047582100745,4.2038320360006765,7.510436164913699,
connect-4,tabpfn,4,0.9388267980428232,4.349678475991823,7.446412497083656,
connect-4,tabicl,0,0.942172764726203,1.325450071017258,4.271696222946048,
connect-4,tabicl,1,0.944179605909768,1.3396546939620748,4.066709836013615,
connect-4,tabicl,2,0.94259546404682,1.3344478600192815,4.171814979985356,
connect-4,tabicl,3,0.9405760200988316,1.3529144229833037,4.076169956009835,
connect-4,tabicl,4,0.9426056839224988,1.3752414350165054,4.063532900065184,
dna,random_forest,0,0.9924602653371584,0.2295841960003599,0.0401781679829582,
dna,random_forest,1,0.9934185561013192,0.2280272940406575,0.040065680979751,
